affiliation_country,full_name,id_affiliation,keyword,sum_paper
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,machine learning,12
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,purchase intention,12
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,evaluation,12
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,it governance,12
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,time series,12
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,information security,12
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,information quality,12
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,adoption,12
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,computational linguistics,12
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,tam,11
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,trust,11
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,pls,11
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,social media,11
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,generalized learning vector quantization,11
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,robots,11
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,critical success factors,11
United States,"Wright State University, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",60018306,semantic web,10
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,classification,10
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,purchase intention,10
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,twitter,10
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,birds,10
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,description logic,10
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,visualization,10
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,knowledge sharing,10
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,e-business,10
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,ontology,10
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,smes,10
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,translation (languages),10
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,query expansion,10
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,remote sensing,10
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,information use,10
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,it governance,9
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,birds,9
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,description logic,9
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,logic programming,9
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,particle swarm optimization (pso),9
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,svm,9
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,capability,9
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,social networking (online),9
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,information technology,9
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,entropy,9
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,support vector machine,9
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,knowledge management system,9
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,learning,9
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,knowledge,9
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,analytic hierarchy process,9
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,ontology design,9
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,pattern recognition,9
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,electrocardiography,9
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,data integration,9
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,framework,9
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,information management,8
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,self-regulated learning,8
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,conditional random field,8
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,metacognition,8
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,ontology design,8
United States,"International Technological University, FPC Consultancy, Los Altos Hills, Sunnyvale, CA, United States, 94085",100840220,access control,8
Denmark,"Department of Business Development and Technology, Nordre Ringgade 1, Aarhus, Denmark, 8000",106597813,access control,8
Indonesia,"Badan Pengkajian dan Penerapan Teknologi, Jakarta, Java, Indonesia",60069407,time series,8
United States,"Department of Engineering Education, 1600 Old Main Hill, Logan, UT, United States, 84322-1400",104608856,self-regulated learning,8
Indonesia,"Universitas Mercu Buana, Jl. Meruya Selatan No.1, Jakarta, Indonesia",60108869,systematic literature review,8
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,data mining,8
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,ontology,8
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,systematic literature review,8
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,social sciences,8
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,content analysis,8
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,digital libraries,8
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,cross-language evaluation forums,8
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,cross-language information retrieval,8
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,forecasting,8
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,soft system methodology,8
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,model,8
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,problem solving,8
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,decision trees,8
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,principal component analysis,8
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,sentiment analysis,8
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,adoption,8
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,instagram,8
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,erp,8
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,information quality,8
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,security,8
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,surveys,8
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,data handling,8
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,social commerce,7
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,algorithms,7
United States,"Department of Engineering Education, 1600 Old Main Hill, Logan, UT, United States, 84322-1400",104608856,metacognition,7
Indonesia,"Badan Pengkajian dan Penerapan Teknologi, Jakarta, Java, Indonesia",60069407,forecasting,7
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,ahp,7
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,feature extraction,7
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,knowledge representation,7
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,artificial intelligence,7
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,classification (of information),7
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,pattern recognition,7
United States,"STKO Lab, Santa Barbara, CA, United States, 93106-0001",114186060,semantic web,7
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,artificial intelligence,7
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,security of data,7
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,e-business,7
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,knowledge sharing,7
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,knowledge management system,7
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,information security,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,text mining,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,image segmentation,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,education,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,websites,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,enterprise resource planning,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,data description,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,web ontology language,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,m2m,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,named entity recognition,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,support vector machines,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,government data processing,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,user acceptance,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,odors,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,extreme learning machine,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,iot,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,sensors,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,user experience,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,interaction design,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,fpga,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,odor source localization,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,social commerce,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,innovation,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,maturity level,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,hospital information system,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,knowledge representation,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,indonesian languages,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,speech recognition,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,research,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,critical success factor,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,natural language processing,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,systematic review,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,motivation,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,technology acceptance model,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,software product line,6
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,information retrieval,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,enterprise architecture,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,machine translations,6
Japan,"Department of Mechanical Engineering, 1-501 Shiogamaguchi, Nagoya, Aichi, Japan, 468-8502",112270602,odor source localization,6
United States,"International Technological University, FPC Consultancy, Los Altos Hills, Sunnyvale, CA, United States, 94085",100840220,capability,6
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,maturity level,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,machine translation,6
Japan,"Department of Mechanical Engineering, 1-501 Shiogamaguchi, Nagoya, Aichi, Japan, 468-8502",112270602,particle swarm optimization (pso),6
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,soft system methodology,6
Indonesia,"Universitas Negeri Surabaya, Jl. Ketintang, Surabaya, Indonesia, 60231",60105082,vector quantization,6
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,education,6
Indonesia,"Department of Information Systems, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",114292120,systematic literature review,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,retrieval performance,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,user interfaces,6
United States,"International Technological University, FPC Consultancy, Los Altos Hills, Sunnyvale, CA, United States, 94085",100840220,m2m,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,association rules,6
Denmark,"Department of Business Development and Technology, Nordre Ringgade 1, Aarhus, Denmark, 8000",106597813,capability,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,text processing,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,vehicle detection,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,government human capital management,6
Indonesia,"Universitas Mercu Buana, Jl. Meruya Selatan No.1, Jakarta, Indonesia",60108869,knowledge management,6
Australia,"Department of Computing, Kent St, Bentley WA 6102, Perth, WA, Australia, 6845",112457975,data mining,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,computer vision,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,convolutional neural network,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,decision making,6
Denmark,"Department of Business Development and Technology, Nordre Ringgade 1, Aarhus, Denmark, 8000",106597813,m2m,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,formal languages,6
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,usability testing,6
Japan,"Department of Micro-Nano Mechanical Science and Engineering, Furo-cho, Chikusa-ku, Nagoya, Aichi, Japan, 464-8601",103051948,particle swarm optimization (pso),6
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,e-participation,6
Indonesia,"Kampus UI Depok, Depok, Java, Indonesia, 16424",115807387,information systems,6
Denmark,"Department of Business Development and Technology, Nordre Ringgade 1, Aarhus, Denmark, 8000",106597813,iot,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,naïve bayes,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,partial least square,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,cloud,6
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,web ontology language,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,structural equation modeling,6
Japan,"Department of Micro-Nano Mechanical Science and Engineering, Furo-cho, Chikusa-ku, Nagoya, Aichi, Japan, 464-8601",103051948,odor source localization,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,mobile application,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,e-participation,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,intention to use,6
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,optimization,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,personalization,6
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,smes,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,genetic algorithm,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,latent dirichlet allocation,6
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,data description,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,continuance intention,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,usability testing,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,query expansion techniques,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,architecture,6
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,conditional random field,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,usability evaluation,6
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,framework,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,graphic methods,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,mobile robots,6
Indonesia,"Department of Information System, Jl.H.R Rasuna Said Kav C-22, Kuningan, Jakarta, Indonesia, 12920",123079305,knowledge management,5
United States,"Department of Engineering Education, 1600 Old Main Hill, Logan, UT, United States, 84322-1400",104608856,enhanced guided notes,5
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,collaborative learning,5
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,semantics,5
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,natural language processing systems,5
Indonesia,"Department of Information Technology, Kampus Bukit Jimbaran, Kabupaten Badung,, Bali, West Nusa Tenggara, Indonesia",113905066,big data,5
