id_scopus,h_index,indexed_name,given_name,surname,full_name,current_affiliation_id,affil_name,affil_address,affil_city,affil_state,affil_country,affil_postal_code,dosen_fasilkom,sum_paper,lower_full_name
57190865720,4,Munajat Q.,Qorib,Munajat,Qorib Munajat,110895154,Faculty of Computer Science,Universitas Indonesia,Depok,Java,Indonesia,16424,yes,18,qorib munajat
14021131100,7,Budi I.,Indra,Budi,Indra Budi,110895154,Faculty of Computer Science,Universitas Indonesia,Depok,Java,Indonesia,16424,yes,72,indra budi
55522888300,6,Wicaksono A.F.,Alfan Farizki,Wicaksono,Alfan Farizki Wicaksono,110895154,Faculty of Computer Science,Universitas Indonesia,Depok,Java,Indonesia,16424,yes,19,alfan farizki wicaksono
55625316600,1,Yuliawati A.,Arlisa,Yuliawati,Arlisa Yuliawati,110895154,Faculty of Computer Science,Universitas Indonesia,Depok,Java,Indonesia,16424,yes,3,arlisa yuliawati
6507465058,6,Sucahyo Y.G.,Yudho Giri,Sucahyo,Yudho Giri Sucahyo,110895154,Faculty of Computer Science,Universitas Indonesia,Depok,Java,Indonesia,16424,yes,59,yudho giri sucahyo
15044388200,3,Hardian B.,Bob,Hardian,Bob Hardian Syahbuddin,110895154,Faculty of Computer Science,Universitas Indonesia,Depok,Java,Indonesia,16424,yes,9,bob hardian syahbuddin
36815724000,10,Arymurthy A.M.,Aniati Murni,Arymurthy,Aniati Murni Arymurthy,110895154,Faculty of Computer Science,Universitas Indonesia,Depok,Java,Indonesia,16424,yes,95,aniati murni arymurthy
57201979474,1,Mishbah M.,Muhammad,Mishbah,Muhammad Mishbah,110895154,Faculty of Computer Science,Universitas Indonesia,Depok,Java,Indonesia,16424,yes,6,muhammad mishbah
57201080360,2,Aminah S.,Siti,Aminah,Siti Aminah,110895154,Faculty of Computer Science,Universitas Indonesia,Depok,Java,Indonesia,16424,yes,6,siti aminah
6505807438,4,Budiardjo E.K.,Eko Kuswardono,Budiardjo,Eko Kuswardono Budiardjo,110895154,Faculty of Computer Science,Universitas Indonesia,Depok,Java,Indonesia,16424,yes,27,eko kuswardono budiardjo
55867324700,4,Alfina I.,Ika,Alfina,Ika Alfina,110895154,Faculty of Computer Science,Universitas Indonesia,Depok,Java,Indonesia,16424,yes,11,ika alfina
6503971709,3,Chahyati D.,Dina,Chahyati,Dina Chahyati,110895154,Faculty of Computer Science,Universitas Indonesia,Depok,Java,Indonesia,16424,yes,11,dina chahyati
56461394900,4,Junus K.,Kasiyah,Kasiyah,Kasiyah,110895154,Faculty of Computer Science,Universitas Indonesia,Depok,Java,Indonesia,16424,yes,16,kasiyah
